"title","year_of_release","genre","rating","platform"
"Imagine: Teacher",2008,"Simulation","E","DS"
"Imagine: Teacher Class Trip",2009,"Adventure","E","DS"
"Imagine: Wedding Designer",2008,"Simulation","E","DS"
"Imagine: Zookeeper",2009,"Simulation","E","DS"
"Impact Racing",1996,"Racing","","PS"
"Imperial Glory",2005,"Strategy","T","PC"
"Imperium Romanum",2008,"Strategy","E10+","PC"
"Import Tuner Challenge (American sales)",2006,"Racing","","X360"
"Impossible Creatures",2002,"Strategy","T","PC"
"Impossible Mission",2007,"Platform","E","DS"
"Impossible Mission",2007,"Platform","","PSP"
"In Cold Blood",2000,"Adventure","","PS"
"In The Groove",2005,"Misc","E","PS2"
"In the Hunt",1995,"Shooter","","PS"
"Inazuma Eleven",2008,"Role-Playing","","DS"
"Inazuma Eleven 2",2009,"Role-Playing","","DS"
"Inazuma Eleven 3",2013,"Role-Playing","","3DS"
"Inazuma Eleven 3",2010,"Role-Playing","","DS"
"Inazuma Eleven GO",2011,"Role-Playing","","3DS"
"Inazuma Eleven Go 2: Chrono Stone",2012,"Role-Playing","","3DS"
"Inazuma Eleven GO 3: Galaxy",2013,"Sports","","3DS"
"Inazuma Eleven GO Strikers 2013",2012,"Role-Playing","","Wii"
"Inazuma Eleven Strikers",2011,"Role-Playing","","Wii"
"Inazuma Eleven Strikers 2012 Xtreme",2011,"Role-Playing","","Wii"
"Incredible Crisis",1999,"Action","T","PS"
"Independence Day",1997,"Shooter","","PS"
"Indiana Jones and the Emperor's Tomb",2003,"Action","T","XB"
"Indiana Jones and the Staff of Kings",2009,"Action","T","DS"
"Indiana Jones and the Staff of Kings",2009,"Action","T","PS2"
"Indiana Jones and the Staff of Kings",2009,"Action","T","PSP"
"Indiana Jones and the Staff of Kings",2009,"Action","T","Wii"
"Indianapolis 500 Evolution",2009,"Racing","E","X360"
"Indianapolis 500 Legends",2007,"Racing","E","DS"
"Indianapolis 500 Legends",2007,"Racing","E","Wii"
"Indigo Prophecy",2005,"Adventure","M","PC"
"Indigo Prophecy",2005,"Adventure","M","PS2"
"Indigo Prophecy",2005,"Adventure","M","XB"
"Indy 500",0,"Racing","","2600"
"Indy Racing 2000",2000,"Racing","","N64"
"IndyCar Series",2003,"Racing","E","PS2"
"IndyCar Series",2003,"Racing","E","XB"
"Indycar Series 2005",2004,"Action","E","XB"
"inFAMOUS",2009,"Action","T","PS3"
"inFAMOUS 2",2011,"Action","T","PS3"
"Infamous: First Light",2014,"Action","T","PS4"
"inFAMOUS: Second Son",2014,"Action","T","PS4"
"Infected",2005,"Shooter","M","PSP"
"Infernal: Hell's Vengeance",2009,"Shooter","M","X360"
"Infinite Space",2009,"Role-Playing","T","DS"
"Infinite Stratos 2: Ignition Hearts",2014,"Adventure","","PS3"
"Infinite Stratos 2: Ignition Hearts",2014,"Adventure","","PSV"
"Infinite Stratos 2: Love and Purge",2015,"Action","","PSV"
"Infinite Undiscovery",2008,"Role-Playing","T","X360"
"Initial D: Extreme Stage",2008,"Racing","","PS3"
"Initial D: Special Stage",2003,"Racing","","PS2"
"Initial D: Street Stage",2006,"Racing","","PSP"
"Injustice: Gods Among Us",2013,"Fighting","T","PS3"
"Injustice: Gods Among Us",2013,"Fighting","","PS4"
"Injustice: Gods Among Us",2013,"Fighting","","PSV"
"Injustice: Gods Among Us",2013,"Fighting","T","WiiU"
"Injustice: Gods Among Us",2013,"Fighting","T","X360"
"Inkheart",2009,"Adventure","E","DS"
"Innocent Life: A Futuristic Harvest Moon",2006,"Simulation","E","PSP"
"Insecticide",2008,"Action","E10+","DS"
"Inspector Gadget: Gadget's Crazy Maze",2001,"Puzzle","","PS"
"Instant Brain",2011,"Adventure","","X360"
"Intelligent Qube",1997,"Puzzle","","PS"
"Intellivision Lives!",2004,"Misc","","GC"
"Intellivision Lives!",2003,"Misc","","PS2"
"Intellivision Lives!",2004,"Misc","","XB"
"Interactive Sampler Disc 6",1997,"Misc","","PS"
"Interactive Storybook DS Series 1",2007,"Misc","E","DS"
"Interactive Storybook DS Series 3",2007,"Misc","E","DS"
"International Cricket 2010",2010,"Sports","","PS3"
"International Cricket 2010",2010,"Sports","","X360"
"International Soccer",1981,"Sports","","2600"
"International Superstar Soccer",1994,"Sports","","SNES"
"International Superstar Soccer '98",1998,"Sports","","N64"
"International Superstar Soccer 2000",2000,"Sports","","PS2"
"International Superstar Soccer 2000 (All region sales)",1999,"Sports","","N64"
"International Superstar Soccer 2000 (JP weekly sales)",1999,"Sports","","N64"
"International Superstar Soccer 64",1997,"Sports","","N64"
"International Superstar Soccer 64 (weekly JP sales)",1997,"Sports","","N64"
"International Superstar Soccer Deluxe",1995,"Sports","","SNES"
"International Superstar Soccer Pro '98",1998,"Sports","","PS"
"International Track & Field",1996,"Sports","","PS"
"International Track & Field 2000",1999,"Sports","","PS"
"Interplay Sports Baseball 2000",1999,"Sports","","PS"
"InuYasha: A Feudal Fairy Tale",2002,"Fighting","T","PS"
"InuYasha: Feudal Combat",2005,"Fighting","T","PS2"
"InuYasha: Secret of the Divine Jewel",2007,"Role-Playing","E10+","DS"
"InuYasha: The Secret of the Cursed Mask",2004,"Role-Playing","T","PS2"
"Invasion From Beyond",1998,"Shooter","","PS"
"Inversion",0,"Shooter","M","PC"
"Inversion",2012,"Shooter","M","PS3"
"Inversion",2012,"Shooter","M","X360"
"Invizimals",2009,"Strategy","E10+","PSP"
"Invizimals: Shadow Zone",2010,"Strategy","E10+","PSP"
"Invizimals: The Alliance",2013,"Action","E10+","PSV"
"Invizimals: The Lost Kingdom",2013,"Action","E10+","PS3"
"Invizimals: The Lost Tribes",2011,"Action","","PSP"
"Iridion 3D",2001,"Shooter","E","GBA"
"Iridion II",2003,"Shooter","E","GBA"
"Iridium Runners",2008,"Racing","E","PS2"
"Iron & Blood",1996,"Fighting","","PS"
"Iron Chef America: Supreme Cuisine",2008,"Simulation","E10+","DS"
"Iron Chef America: Supreme Cuisine",2008,"Simulation","E10+","Wii"
"Iron Man",2008,"Action","E10+","DS"
"Iron Man",2008,"Action","T","PS2"
"Iron Man",2008,"Action","T","PS3"
"Iron Man",2008,"Action","T","PSP"
"Iron Man",2008,"Action","T","Wii"
"Iron Man",2008,"Action","T","X360"
"Iron Man / X-O Manowar in Heavy Metal",1996,"Platform","","PS"
"Iron Man 2",2010,"Action","E10+","DS"
"Iron Man 2",2010,"Action","T","PS3"
"Iron Man 2",2010,"Action","T","PSP"
"Iron Man 2",2010,"Action","T","Wii"
"Iron Man 2",2010,"Action","T","X360"
"Iron Phoenix",2005,"Fighting","T","XB"
"Iron Soldier 3",1999,"Simulation","","PS"
"Iron Storm",1995,"Shooter","","SAT"
"Irotoridori no Sekai: World's End Re-Birth",2015,"Action","","PSV"
"Irozuki Tingle no Koi no Balloon Trip",2009,"Adventure","","DS"
"Irritating Stick",1998,"Action","","PS"
"Ishin no Arashi: Shippuu Ryuumeden",2010,"Strategy","","DS"
"Ishin Renka: Ryouma Gaiden",2010,"Adventure","","PSP"
"Island Xtreme Stunts",2002,"Action","E","PS2"
"ISS Pro Evolution",1998,"Sports","E","PS"
"Isshoni Gohan. Portable",2013,"Adventure","","PSP"
"Itadaki Street 2: Neon Sign wa Bara Iro ni",1994,"Misc","","SNES"
"Itadaki Street DS",2007,"Misc","","DS"
"Itoi Shigesato no Bass Tsuri No. 1",1997,"Sports","","SNES"
"Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!",2000,"Sports","","N64"
"Ivy the Kiwi?",2010,"Puzzle","E","DS"
"Ivy the Kiwi?",2010,"Puzzle","E","Wii"
"Iza Shutsujin! Koisen",2011,"Adventure","","PSP"
"Izumo 2",2006,"Adventure","","PS2"
"Izuna 2: The Unemployed Ninja Returns",2007,"Role-Playing","T","DS"
"J-League '96 Dream Stadium",1996,"Sports","","SNES"
"J-League Excite Stage '95",1995,"Sports","","SNES"
"J-League Excite Stage '96",1996,"Sports","","SNES"
"J-League Jikkyou Winning Eleven 2000",2000,"Sports","","PS"
"J-League Jikkyou Winning Eleven 3",1997,"Sports","","PS"
"J-League Pro Soccer Club o Tsukurou '04",2004,"Sports","","PS2"
"J-League Pro Soccer Club o Tsukurou!",1999,"Sports","","DC"
"J-League Pro Soccer Club o Tsukurou! 3",2003,"Sports","","PS2"
"J-League Pro Soccer Club o Tsukurou! 5",2007,"Sports","","PS2"
"J-League Pro Soccer Club o Tsukurou! 6: Pride of J",2009,"Sports","","PSP"
"J-League Pro Soccer Club o Tsukurou! 7 Euro Plus",2011,"Sports","","PSP"
"J-League Pro Soccer Club wo Tsukurou!",1996,"Sports","","SAT"
"J-League Pro Soccer Club wo Tsukurou! 2",1997,"Sports","","SAT"
"J-League Pro Striker 2",1994,"Sports","","GEN"
"J-League Soccer: Prime Goal",1993,"Sports","","SNES"
"J-League Soccer: Prime Goal 2",1994,"Sports","","SNES"
"J-League Victory Goal",1995,"Sports","","SAT"
"J-League Victory Goal '96",1996,"Sports","","SAT"
"J-League Winning Eleven 10 + Europa League 06-07",2006,"Sports","","PS2"
"J-League Winning Eleven 2007: Club Championship",2007,"Sports","","PS2"
"J-League Winning Eleven 2008: Club Championship",2008,"Sports","","PS2"
"J-League Winning Eleven 2009: Club Championship",2009,"Sports","","PS2"
"J-League Winning Eleven 2010: Club Championship",2010,"Sports","","PS2"
"J-League Winning Eleven 9: Asia Championship",2005,"Sports","","PS2"
"J Legend Retsuden",2013,"Misc","","3DS"
"J Stars Victory Vs.",2014,"Fighting","","PS3"
"J Stars Victory Vs.",2015,"Fighting","","PS4"
"J Stars Victory Vs.",2014,"Fighting","T","PSV"
"J.League Pro Soccer Club o Tsukurou! 8 Euro Plus",2013,"Sports","","PSP"
"Jack Keane",2008,"Adventure","T","PC"
"Jackass the Game",2007,"Action","M","PS2"
"Jackass the Game",2007,"Action","M","PSP"
"Jackass the Game DS",2008,"Action","","DS"
"Jackie Chan Adventures: Legend of the Dark Hand",2001,"Action","","GBA"
"Jackie Chan: Stuntmaster",1999,"Action","","PS"
"Jacqueline Wilson's Tracy Beaker: The Game",2009,"Misc","","DS"
"Jade Cocoon 2",2001,"Role-Playing","T","PS2"
"Jade Cocoon: Story of the Tamamayu",1998,"Role-Playing","","PS"
"Jade Empire",2005,"Role-Playing","M","XB"
"Jak 3",2004,"Platform","T","PS2"
"Jak and Daxter: The Lost Frontier",2009,"Platform","E10+","PS2"
"Jak and Daxter: The Lost Frontier",2009,"Platform","E10+","PSP"
"Jak and Daxter: The Precursor Legacy",2001,"Platform","E","PS2"
"Jak X: Combat Racing",2005,"Racing","T","PS2"
"Jake Hunter Detective Story: Memories of the Past",2007,"Adventure","T","DS"
"Jake Hunter: Detective Chronicles",2008,"Adventure","T","DS"
"Jake Power: Fireman",2008,"Adventure","E","DS"
"Jake Power: Handyman",2008,"Adventure","E","DS"
"Jake Power: Policeman",2008,"Adventure","E","DS"
"Jam Sessions 2",2009,"Misc","E10+","DS"
"Jam Sessions: Sing and Play Guitar (jp sales)",2007,"Misc","","DS"
"Jam Sessions: Sing and Play Guitar (US sales)",2007,"Misc","","DS"
"Jam With the Band",2008,"Misc","","DS"
"Jambo! Safari Animal Rescue",2009,"Simulation","","DS"
"Jambo! Safari Animal Rescue",2009,"Simulation","","Wii"
"James Bond 007: Agent Under Fire",2002,"Shooter","T","GC"
"James Bond 007: Agent Under Fire",2001,"Shooter","T","PS2"
"James Bond 007: Agent Under Fire",2002,"Shooter","T","XB"
"James Bond 007: Blood Stone",2010,"Shooter","T","DS"
"James Bond 007: Blood Stone",2010,"Shooter","T","PC"
"James Bond 007: Blood Stone",2010,"Shooter","T","PS3"
"James Bond 007: Blood Stone",2010,"Shooter","T","X360"
"James Bond 007: Everything or Nothing",2003,"Shooter","T","GBA"
"James Bond 007: Everything or Nothing",2004,"Shooter","T","GC"
"James Bond 007: Everything or Nothing",2004,"Shooter","T","PS2"
"James Bond 007: Everything or Nothing",2004,"Shooter","T","XB"
"James Bond 007: Legends",2012,"Shooter","","PS3"
"James Bond 007: Legends",2012,"Shooter","","WiiU"
"James Bond 007: Legends",2012,"Shooter","","X360"
"James Bond 007: Nightfire",2003,"Shooter","T","GBA"
"James Bond 007: Nightfire",2002,"Shooter","T","GC"
"James Bond 007: Nightfire",2002,"Shooter","T","PS2"
"James Bond 007: Nightfire",2002,"Shooter","T","XB"
"James Cameron's Dark Angel",0,"Action","T","PS2"
"James Cameron's Dark Angel",2002,"Action","T","XB"
"James Noir's Hollywood Crimes",2011,"Adventure","T","3DS"
"James Patterson Women's Murder Club: Games of Passion",2009,"Adventure","T","DS"
"James Pond: Codename Robocod",2005,"Platform","","GBA"
"Jampack Fall 2001",2001,"Misc","","PS"
"Jampack Spring 2004 (RP-T)",2003,"Misc","","PS2"
"Jampack Summer '99",1999,"Misc","","PS"
"Jampack Summer 2001",2001,"Misc","","PS2"
"Jampack Summer 2002",2002,"Misc","","PS2"
"Jampack Summer 2K",2000,"Misc","","PS"
"Jampack Vol. 1",1996,"Misc","","PS"
"Jampack Vol. 2",1996,"Misc","","PS"
"Jampack Volume 11",2004,"Misc","","PS2"
"Jampack Volume 12",2005,"Misc","","PS2"
"Jampack Volume 13 (RP-M)",2005,"Misc","","PS2"
"Jampack Volume 13 (RP-T)",2005,"Misc","","PS2"
"Jampack Volume 14 (RP-T)",2006,"Misc","","PS2"
"Jampack Winter '98",1998,"Misc","","PS"
"Jampack Winter '99",1999,"Misc","","PS"
"Jampack Winter 2000",2000,"Misc","","PS"
"Jampack Winter 2001",2001,"Misc","","PS2"
"Jampack Winter 2002",2002,"Misc","","PS2"
"Jampack Winter 2003 (RP-M)",2003,"Misc","","PS2"
"Jampack Winter 2003 (RP-T)",2003,"Misc","","PS2"
"Jampack: Summer 2003 (RP-M)",2003,"Misc","","PS2"
"Jampack: Summer 2003 (RP-T)",2003,"Misc","","PS2"
"Jan Sangoku Musou",2006,"Misc","","PS2"
"Jane's Hotel",2010,"Simulation","E","DS"
"JASF: Jane's Advanced Strike Fighters",2011,"Simulation","T","PC"
"JASF: Jane's Advanced Strike Fighters",2011,"Simulation","T","PS3"
"JASF: Jane's Advanced Strike Fighters",2011,"Simulation","T","X360"
"Jawbreaker",1981,"Action","","2600"
"Jaws Unleashed",2006,"Action","M","PS2"
"Jaws Unleashed",2006,"Action","M","XB"
"Jaws: Ultimate Predator",2011,"Action","M","3DS"
"Jaws: Ultimate Predator",2011,"Action","T","Wii"
"Jeanne d'Arc",2006,"Role-Playing","T","PSP"
"Jeep Thrills",2008,"Racing","E","Wii"
"Jelly Belly: Ballistic Beans",2009,"Puzzle","E","Wii"
"Jenga World Tour",2007,"Misc","E","DS"
"Jenga World Tour",2007,"Misc","E","Wii"
"Jeopardy!",2010,"Misc","","DS"
"Jeopardy!",1998,"Misc","","N64"
"Jeopardy!",1997,"Misc","","PS"
"Jeopardy!",2003,"Misc","","PS2"
"Jeopardy!",2010,"Misc","","Wii"
"Jeopardy! 2nd Edition",2000,"Misc","","PS"
"Jeremy McGrath Supercross 2000",1999,"Racing","","N64"
"Jeremy McGrath Supercross 2000",2000,"Racing","E","PS"
"Jeremy McGrath Supercross 98",1998,"Racing","","PS"
"Jeremy McGrath Supercross World",2002,"Racing","E","GC"
"Jeremy McGrath Supercross World",2001,"Racing","T","PS2"
"Jerry Rice and Nitus' Dog Football",2011,"Sports","","Wii"
"Jersey Devil",1997,"Platform","","PS"
"Jet Force Gemini",1999,"Shooter","","N64"
"Jet Grind Radio",2003,"Action","E","GBA"
"Jet Impulse",0,"Simulation","","DS"
"Jet Li: Rise to Honor",2004,"Action","","PS2"
"Jet Moto",1996,"Racing","","PS"
"Jet Moto 2",1997,"Racing","","PS"
"Jet Moto 3",1999,"Racing","","PS"
"Jet X20",0,"Racing","","PS2"
"Jewel Legends: Tree of Life",2011,"Puzzle","E","DS"
"Jewel Link Chronicles: Legend of Athena",2011,"Puzzle","","DS"
"Jewel Link Chronicles: Mountains of Madness",0,"Puzzle","E10+","DS"
"Jewel Master Egypt",2009,"Puzzle","E","DS"
"Jewel Master: Cradle of Athena",2010,"Puzzle","E10+","DS"
"Jewel Master: Cradle of Persia",2012,"Puzzle","E","DS"
"Jewel Master: Cradle of Rome",2008,"Puzzle","E","Wii"
"Jewel Master: Cradle Of Rome 2",2011,"Puzzle","E","DS"
"Jewel Master: Cradle Of Rome 2",2011,"Puzzle","","PC"
"Jewel Match",2010,"Puzzle","E","DS"
"Jewel Match 2",2012,"Puzzle","","DS"
"Jewel Quest 5: The Sleepless Star",2012,"Action","","DS"
"Jewel Quest 5: The Sleepless Star",2011,"Action","","PC"
"Jewel Quest II",2007,"Puzzle","E","PC"
"Jewel Quest IV: Heritage",2011,"Puzzle","E","DS"
"Jewel Quest Mysteries",2009,"Puzzle","E","DS"
"Just Dance 2014",2013,"Misc","E10+","Wii"
"Jewel Quest Mysteries 2: Trail of the Midnight Heart",2011,"Puzzle","","DS"
"Jewel Quest Mysteries: Curse of the Emerald Tear",2010,"Puzzle","","DS"
"Jewel Quest Solitaire",2009,"Puzzle","","DS"
"Jewel Quest: Expeditions",2007,"Puzzle","E","DS"
"Jewel Time Deluxe",2011,"Puzzle","E","DS"
"Jewels of the Ages",2011,"Puzzle","E","DS"
"Jewels of the Tropical Lost Island",2010,"Puzzle","E","DS"
"JGTC: All-Japan Grand Touring Car Championship",1998,"Racing","","PS"
"Jig-A-Pix: Pets",2009,"Puzzle","E","DS"
"Jig-A-Pix: Wild World",2009,"Puzzle","E","DS"
"Jikandia: The Timeless Land",2010,"Role-Playing","T","PSP"
"Jikkyou J-League Perfect Striker",1996,"Sports","","N64"
"Jikkyou Oshaberi Parodius",1995,"Shooter","","SNES"
"Jikkyou Powerful Major League",2006,"Sports","","GC"
"Jikkyou Powerful Major League",2006,"Sports","","PS2"
"Jikkyou Powerful Major League 2009",2009,"Sports","","PS2"
"Jikkyou Powerful Major League 2009",2009,"Sports","","Wii"
"Jikkyou Powerful Pro Baseball 2016",2016,"Sports","","PS3"
"Jikkyou Powerful Pro Baseball 2016",2016,"Sports","","PS4"
"Jikkyou Powerful Pro Baseball 2016",2016,"Sports","","PSV"
"Jikkyou Powerful Pro Yakuu '94",1994,"Sports","","SNES"
"Jikkyou Powerful Pro Yakyuu '95",1994,"Sports","","PS"
"Jikkyou Powerful Pro Yakyuu '96 Kaimakuban",1996,"Sports","","SNES"
"Jikkyou Powerful Pro Yakyuu '97 Kaimakuban",1997,"Sports","","PS"
"Jikkyou Powerful Pro Yakyuu '98 Kaimakuban",1998,"Sports","","PS"
"Jikkyou Powerful Pro Yakyuu '98 Ketteiban",1998,"Sports","","PS"
"Jikkyou Powerful Pro Yakyuu '99 Kaimakuban",1999,"Sports","","PS"
"Jikkyou Powerful Pro Yakyuu '99 Ketteiban",1999,"Sports","","PS"
"Jikkyou Powerful Pro Yakyuu 10",2003,"Sports","","GC"
"Jikkyou Powerful Pro Yakyuu 10",2003,"Sports","","PS2"
"Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial",2003,"Sports","","PS2"
"Jikkyou Powerful Pro Yakyuu 11",2004,"Sports","","GC"
"Jikkyou Powerful Pro Yakyuu 11",2004,"Sports","","PS2"
"Jikkyou Powerful Pro Yakyuu 12",2005,"Sports","","GC"
"Jikkyou Powerful Pro Yakyuu 12",2005,"Sports","","PS2"
"Jikkyou Powerful Pro Yakyuu 12 Ketteiban",2005,"Sports","","GC"
"Jikkyou Powerful Pro Yakyuu 12 Ketteiban",2005,"Sports","","PS2"
"Jikkyou Powerful Pro Yakyuu 13",2006,"Sports","","PS2"
"Jikkyou Powerful Pro Yakyuu 13 Ketteiban",2006,"Sports","","PS2"
"Jikkyou Powerful Pro Yakyuu 14",2007,"Sports","","PS2"
"Jikkyou Powerful Pro Yakyuu 14 Ketteiban",2007,"Sports","","PS2"
"Jikkyou Powerful Pro Yakyuu 15",2008,"Sports","","PS2"
"Jikkyou Powerful Pro Yakyuu 15",2008,"Sports","","Wii"
"Jikkyou Powerful Pro Yakyuu 2",1995,"Sports","","SNES"
"Jikkyou Powerful Pro Yakyuu 2000",2000,"Sports","","N64"
"Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban",2000,"Sports","","PS"
"Jikkyou Powerful Pro Yakyuu 2000 Ketteiban",2000,"Sports","","PS"
"Jikkyou Powerful Pro Yakyuu 2001",2001,"Sports","","PS"
"Jikkyou Powerful Pro Yakyuu 2009",2009,"Sports","","PS2"
"Jikkyou Powerful Pro Yakyuu 2010",2010,"Sports","","PS3"
"Jikkyou Powerful Pro Yakyuu 2010",2010,"Sports","","PSP"
"Jikkyou Powerful Pro Yakyuu 2011",2011,"Sports","","PS3"
"Jikkyou Powerful Pro Yakyuu 2011",2011,"Sports","","PSP"
"Jikkyou Powerful Pro Yakyuu 2011 Ketteiban",2011,"Sports","","PS3"
"Jikkyou Powerful Pro Yakyuu 2011 Ketteiban",2011,"Sports","","PSP"
"Jikkyou Powerful Pro Yakyuu 2012",2012,"Action","","PS3"
"Jikkyou Powerful Pro Yakyuu 2012",2012,"Action","","PSP"
"Jikkyou Powerful Pro Yakyuu 2012",2012,"Action","","PSV"
"Jikkyou Powerful Pro Yakyuu 2013",2013,"Sports","","PS3"
"Jikkyou Powerful Pro Yakyuu 2013",2013,"Sports","","PSP"
"Jikkyou Powerful Pro Yakyuu 2013",2013,"Sports","","PSV"
"Jikkyou Powerful Pro Yakyuu 2014",2014,"Sports","","PS3"
"Jikkyou Powerful Pro Yakyuu 2014",2014,"Sports","","PSV"
"Jikkyou Powerful Pro Yakyuu 3",1996,"Sports","","SNES"
"Jikkyou Powerful Pro Yakyuu 3 '97 Haru",1997,"Sports","","SNES"
"Jikkyou Powerful Pro Yakyuu 4",1997,"Sports","","N64"
"Jikkyou Powerful Pro Yakyuu 5",1998,"Sports","","N64"
"Jikkyou Powerful Pro Yakyuu 6",1999,"Sports","","N64"
"Jikkyou Powerful Pro Yakyuu 7",2000,"Sports","","PS2"
"Jikkyou Powerful Pro Yakyuu 8",2001,"Sports","","PS2"
"Jikkyou Powerful Pro Yakyuu 8 Ketteiban",2001,"Sports","","PS2"
"Jikkyou Powerful Pro Yakyuu 9",2002,"Sports","","GC"
"Jikkyou Powerful Pro Yakyuu 9",2002,"Sports","","PS2"
"Jikkyou Powerful Pro Yakyuu 9 Ketteiban",2002,"Sports","","PS2"
"Jikkyou Powerful Pro Yakyuu Basic-han 2001",2001,"Sports","","N64"
"Jikkyou Powerful Pro Yakyuu DreamCast Edition",2000,"Sports","","DC"
"Jikkyou Powerful Pro Yakyuu Next",2009,"Sports","","Wii"
"Jikkyou Powerful Pro Yakyuu Portable",2006,"Sports","","PSP"
"Jikkyou Powerful Pro Yakyuu Portable 2",2007,"Sports","","PSP"
"Jikkyou Powerful Pro Yakyuu Portable 3",2008,"Sports","","PSP"
"Jikkyou Powerful Pro Yakyuu Portable 4",2009,"Sports","","PSP"
"Jikkyou Powerful Pro Yakyuu Wii",2007,"Sports","","Wii"
"Jikkyou Powerful Pro Yakyuu Wii Ketteiban",2007,"Sports","","Wii"
"Jikkyou World Soccer 2000 Final Edition",2000,"Sports","","PS2"
"Jikkyou World Soccer 2002",2002,"Sports","","PS2"
"Jillian Michaels' Fitness Adventure",2011,"Misc","E","X360"
"Jillian Michaels' Fitness Ultimatum 2009",2008,"Sports","E","Wii"
"Jillian Michaels Fitness Ultimatum 2010",2009,"Sports","E","DS"
"Jillian Michaels Fitness Ultimatum 2010",2009,"Sports","E","Wii"
"Jillian Michaels Fitness Ultimatum 2011",2010,"Sports","E","Wii"
"Jim Henson's Muppets in Spy Muppets: License to Croak",2003,"Action","","GBA"
"Jim Henson's the Muppets: On With the Show!",2003,"Action","","GBA"
"Jimmie Johnson's Anything With an Engine",2011,"Racing","E10+","PS3"
"Jimmie Johnson's Anything With an Engine",2011,"Racing","E10+","Wii"
"Jimmie Johnson's Anything With an Engine",2011,"Racing","E10+","X360"
"Jimmy Neutron: Boy Genius",2001,"Platform","","GBA"
"Jimmy Neutron: Boy Genius",2002,"Platform","E","GC"
"Jimmy Neutron: Boy Genius",2002,"Platform","E","PS2"
"Jinguuji Saburou DS: Akai Chou",2010,"Adventure","","DS"
"Jinsei Game DS",2006,"Misc","","DS"
"Jinsei Game Q DS: Shouwa no Dekigoto",2007,"Misc","","DS"
"Jinsei Game Wii",2007,"Misc","","Wii"
"Jirou Akagawa: Majotachi no Nemuri",1995,"Adventure","","SNES"
"Jissen Pachi-Slot Hisshouhou",1993,"Misc","","SNES"
"Jissen Pachi-Slot Hisshouhou! Aladdin A",2002,"Misc","","PS2"
"Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution",2005,"Misc","","PS2"
"Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2",2007,"Misc","","PS2"
"Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE",2006,"Misc","","PS2"
"Jissen Pachi-Slot Hisshouhou! Mister Magic Neo",2007,"Misc","","PS2"
"Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S",2002,"Misc","","PS2"
"Jissen Pachi-Slot Hisshouhou: Hokuto no Ken",2004,"Misc","","PS2"
"Jissen Pachinko Hisshouhou! CR Sakura Taisen",2007,"Misc","","PS2"
"Jissen Pachislot Hisshouhou! Hokuto no Ken DS",2005,"Misc","","DS"
"Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE",2006,"Misc","","DS"
"Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE",2006,"Misc","","PSP"
"Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu",2012,"Action","","PS3"
"Jitsumei Jikkyou Keiba Dream Classic 2002",2002,"Sports","","PS2"
"John Daly's ProStroke Golf",2010,"Sports","E","PS3"
"John Daly's ProStroke Golf",2010,"Sports","E","X360"
"John Deere: Harvest in the Heartland",2007,"Simulation","E","DS"
"John Madden Football",1991,"Sports","","SNES"
"Johnny Bazookatone",1995,"Platform","","PS"
"Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama",2009,"Action","","DS"
"Johnny Test",2011,"Platform","E","DS"
"Joint Operations: Combined Arms",2009,"Shooter","","PC"
"Jojo's Bizarre Adventure",1999,"Fighting","","PS"
"JoJo's Bizarre Adventure: All Star Battle",2012,"Fighting","","3DS"
"JoJo's Bizarre Adventure: All Star Battle",2013,"Fighting","T","PS3"
"JoJo's Bizarre Adventure: Eyes of Heaven",2015,"Fighting","","PS3"
"JoJo's Bizarre Adventure: Eyes of Heaven",2015,"Fighting","T","PS4"
"Jojo's Fashion Show: Design in a Dash!",2009,"Simulation","","DS"
"JoJo no Kimy? na B?ken Fantomu Buraddo",2006,"Action","","PS2"
"Joker no Kuni no Alice: Wonderful Wonder World",2011,"Adventure","","PSP"
"Jonah Lomu Rugby Challenge",2011,"Sports","","PC"
"Jonah Lomu Rugby Challenge",0,"Sports","E","PS3"
"Jonah Lomu Rugby Challenge",2011,"Sports","E","X360"
"Jonas",2009,"Adventure","E","DS"
"Jonny Moseley Mad Trix",2001,"Sports","T","PS2"
"Journey",2012,"Adventure","E","PS3"
"Joust",1982,"Platform","","2600"
"Jr. Pac-Man",1983,"Puzzle","","2600"
"JSRF: Jet Set Radio Future",2002,"Action","T","XB"
"JU-ON: The Grudge",2009,"Action","M","Wii"
"Judge Dredd",1997,"Platform","","PS"
"Judge Dredd: Dredd Vs Death",2003,"Shooter","M","PS2"
"Judge Dredd: Dredd Vs Death",2003,"Shooter","M","XB"
"Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito",2010,"Role-Playing","","PSP"
"Judie no Atelier: Guramnat no Renkinjutsushi",2002,"Role-Playing","","PS2"
"Juggler DS",2008,"Misc","","DS"
